,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
1929,17174,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1650,1,2007,0,4,35288,0
1930,4930,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,396,2,,0,   .,64122,0
1931,9872,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2495,2,,0,   .,63113,1
1932,1284,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,900,1,1930,0,3,88383,0
1933,11777,2016,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3350,1,2006,0,5,35093,0
1934,138,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,840,1,1960,0,   .,73065,0
1935,3872,2012,"0,959016393",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3754,1,1980,0,   .,43157,1
1936,5490,2016,"0,494535519",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,919,4,1980,0,   .,6121,0
1937,8317,2012,"0,49726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,848,4,1900,0,3,6088,0
1938,6527,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,4,1980,0,   .,6029,0
1939,14746,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,2,2200,2,1960,0.3,5,13215,0
1940,8276,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7560,3,,0,   .,2B033,1
1941,10405,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,600,3,1950,0.6,7,2A004,0
1942,14662,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,1,1988,0,   .,42237,0
1943,3561,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650,1,1988,0,   .,5026,0
1944,11627,2013,"0,279452055",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4565,3,1960,0,   .,59350,1
1945,4150,2013,"0,161643836",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,2,1960,0,   .,51454,0
1946,1132,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,830,2,1950,0,5,13211,0
1947,18208,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,9000,1,2012,0,2,74243,1
1948,11964,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2906,1,1988,0,   .,50565,1
1949,16865,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,4984,2,2010,0,6,42218,1
1950,14875,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,2,1988,0,   .,62571,0
1951,16252,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1365,2,2010,0,3,59340,0
1952,18004,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3650,2,1980,0,5,77373,1
1953,7303,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,1,1988,0,   .,73225,0
1954,9943,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3550,2,1988,0,   .,83129,1
1955,2767,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1750,2,1988,0.6,5,62826,0
1956,14698,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,720,3,1960,0.6,3,2A090,0
1957,1153,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,3535,1,,0,   .,13005,1
1958,11718,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,,0,   .,13206,0
1959,7643,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1025,1,1960,0,   .,84007,0
1960,8265,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1988,0,   .,83115,0
1961,9597,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,880,2,1932,0.6,4,13208,0
1962,12743,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3300,3,2000,0.3,5,59599,1
1963,11241,2016,"0,994535519",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2500,2,2006,0.6,3,30011,0
1964,11357,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,2,,0,   .,95306,0
1965,2082,2015,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,2788,2,1966,0,7,38567,1
1966,14714,2013,"0,832876712",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,4,1960,0,   .,75114,1
1967,6106,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,219,2,1980,0,   .,77139,0
1968,14623,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1950,3,1960,0,   .,92004,1
1969,16200,2014,1,1,V,N,3,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,4305,1,1970,0,>=10,91161,1
1970,287,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,963,2,1980,0,   .,14118,0
1971,9999,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630,2,,0,   .,64102,0
1972,5633,2013,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,840,2,,0,   .,30189,0
1973,16920,2014,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1023,1,1975,0,5,35288,0
1974,2330,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,1,1960,0,   .,46042,0
1975,10736,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,360,2,,0,   .,13001,0
1976,7674,2015,"0,471232877",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,2,1980,0,   .,31555,0
1977,11906,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,1,1980,0,   .,91174,0
1978,16900,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,499,2,1950,0.6,4,83050,0
1979,6114,2013,"0,873972603",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,560,2,1960,0,   .,13206,0
1980,4511,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1325,4,1980,0,   .,6083,1
1981,13052,2013,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,6487,2,2007,0,6,68224,1
1982,8512,2013,"0,41369863",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,9400,4,1980,0,   .,6079,1
1983,4422,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1960,0,   .,30334,0
1984,2200,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,1,1980,0,   .,15014,0
1985,16157,2013,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,350,1,1920,0,5,86194,0
1986,1176,2014,"0,665753425",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4500,2,1980,0,   .,34324,1
1987,3200,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3220,2,1980,0,   .,21231,1
1988,4782,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7988,1,1980,0,   .,63124,1
1989,2899,2016,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1600,4,1960,0,3,6153,1
1990,15664,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2623,4,1900,0,7,75108,1
1991,10533,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1580,2,1960,0,   .,90010,1
1992,17055,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3540,2,2011,0.3,3,77118,1
1993,6760,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,525,1,1988,0,   .,88151,0
1994,9875,2016,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,700,2,1970,0,3,63113,0
1995,10351,2016,"0,994535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1960,0,   .,90010,1
1996,18346,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2798,1,2008,0,3,17094,0
1997,18777,2012,"0,259562842",0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,4,1900,V,   .,,0
1998,6215,2014,"0,964383562",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1292,1,1988,0,   .,43157,0
1999,18799,2013,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4654,3,2012,0,>=10,92050,1
2000,1135,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,575,2,1890,0,4,13001,0
2001,19808,2016,"0,967213115",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3225,1,2015,0.6,3,8362,0
2002,6120,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,978,4,,0,   .,75115,1
2003,7596,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,2,1988,0,   .,38486,0
2004,1699,2013,"0,953424658",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,612,2,1960,0,   .,69069,0
2005,2254,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2725,2,1980,0,   .,34172,1
2006,15888,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,1100,3,1965,0,5,33063,0
2007,6889,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,1960,0,   .,13001,0
2008,13307,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1944,1,1988,0,   .,44036,0
2009,10004,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,3,,0,   .,2B033,0
2010,10184,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,610,2,1960,0,   .,13201,0
2011,9363,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,537,3,,0,   .,92073,0
2012,1077,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,762,1,1988,0,   .,74173,0
2013,13431,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1833,1,1988,0,   .,33213,0
2014,15802,2012,1,1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1925,4,1950,0,8,75115,1
2015,13058,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1090,1,1960,0.6,4,8409,0
2016,2223,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,781,2,1900,0,3,68224,0
2017,15648,2012,1,1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2369,3,1960,0,5,33063,1
2018,2289,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3315,1,1950,0.3,7,87085,0
2019,15364,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,2100,1,1970,0,5,46042,0
2020,9011,2012,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2668,2,1990,0,8,78551,1
2021,7403,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,190,1,1980,0,   .,86194,0
2022,1156,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250,1,1960,0,   .,55545,0
2023,11414,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1980,0,   .,67482,1
2024,4109,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1150,1,1960,0,   .,74215,0
2025,3914,2012,1,0,V,N,1,N,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,eff,1,760,1,1969,0.6,4,73015,0
2026,18861,2015,"0,282191781",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,180,4,1954,0.3,2,6104,0
2027,18431,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,400,2,1950,0,2,13204,0
2028,4138,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2971,1,1988,0,   .,74264,1
2029,3168,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,930,3,1980,0,   .,67482,0
2030,16307,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2000,3,1900,0.6,4,33063,0
2031,5639,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,4,,0,   .,75106,0
2032,10639,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2440,3,1970,0.6,4,92064,1
2033,10926,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,4974,1,1974,0,9,5177,1
2034,7270,2013,"0,493150685",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3250,1,1980,0,   .,73920,0
2035,7851,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,325,2,1960,0,   .,51454,0
2036,13028,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,4,1980,0,   .,6088,0
2037,3401,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,382,1,1900,0.3,2,13002,0
2038,9322,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,370,2,,0,   .,78401,0
2039,3058,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,810,3,1980,0,   .,67482,0
2040,18148,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,210,2,1700,0.6,5,83119,0
2041,9211,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900,2,1960,0,   .,13201,0
2042,5454,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2770,1,1980,0,   .,13119,1
2043,14519,2013,"0,243835616",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,2,1960,0,   .,59279,0
2044,14897,2013,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,4169,2,2007,0,4,31555,1
2045,1603,2013,"0,397260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630,2,1960,0,   .,13205,0
2046,13270,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,2,1988,0,   .,83129,1
2047,928,2013,"0,246575342",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,330,1,1980,0,   .,86194,0
2048,7944,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,1,1960,0,   .,42186,0
2049,19445,2014,"0,747945205",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6700,2,2014,0.6,2,34090,0
2050,7261,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2650,2,1988,0,   .,62108,1
2051,10470,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,600,2,1950,0.6,3,76351,0
2052,15938,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,eff,2,950,2,1900,0,5,13204,0
2053,5644,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,314,2,,0,   .,78358,0
2054,1024,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,958,1,1980,0,   .,74042,0
2055,8753,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,779,4,,0,   .,6088,0
2056,5075,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,135,1,,0,   .,44109,0
2057,450,2013,"0,243835616",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,355,1,1980,0,   .,86194,0
2058,913,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1300,1,1981,0,4,74058,0
2059,5862,2015,"0,495890411",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,2,1980,0,   .,30133,0
2060,8311,2013,"0,947945205",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1287,4,1960,0,   .,6088,0
2061,292,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,1,1960,0,   .,35288,0
2062,4059,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,450,3,1900,0.6,3,59350,0
2063,4927,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,725,1,,0,   .,74042,0
2064,16745,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2434,1,2004,0,4,35049,0
2065,19309,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300,2,1900,0.6,3,78650,0
2066,7260,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,680,3,1960,0,   .,94018,0
2067,10427,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,740,2,1950,0.6,5,80021,0
2068,9978,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,250,2,1960,0.6,3,34003,0
2069,15084,2013,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,effpi,2,438,2,1920,0,4,95563,0
2070,6825,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,2,1960,0,   .,30334,0
2071,7758,2013,"0,495890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2940,2,1988,0,   .,68315,1
2072,5684,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050,4,,0,   .,75115,1
2073,12561,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2900,4,1980,0,   .,6155,1
2074,11367,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2000,2,1940,0,4,30189,0
2075,12830,2016,"0,994535519",0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,300,2,1930,0.3,5,13202,0
2076,19232,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,554,3,2013,0.3,3,59350,0
2077,12123,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,eff,2,13063,4,1970,0.6,>=10,75115,1
2078,17347,2015,"0,983561644",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,10273,2,2010,0,5,69290,1
2079,7792,2013,"0,580821918",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2037,2,1960,0,   .,38563,0
2080,7302,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,1,1988,0,   .,73225,0
2081,8781,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3185,4,,0,   .,6088,1
2082,2894,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,975,2,1988,0,   .,83034,0
2083,19985,2016,"0,25136612",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1300,2,1970,0,8,13208,0
2084,17864,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1820,2,1995,0.6,4,64024,0
2085,4098,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4567,1,1980,0,   .,7010,1
2086,17315,2013,"0,41369863",1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,3,2010,V,   .,,1
2087,10648,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,1,1980,0,   .,84137,0
2088,14228,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2700,3,1980,0,   .,94068,1
2089,7979,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,2,,0,   .,42218,0
2090,5672,2015,0,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,300,4,,0,   .,75110,0
2091,9340,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,3,,0,   .,94068,0
2092,16527,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,480,2,1970,0,3,34032,0
2093,5887,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2028,1,1980,0,   .,13119,0
2094,15328,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,9976,1,1990,0,8,74008,1
2095,9791,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,715,2,1900,0,4,83050,0
2096,17247,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,3,2004,V,   .,,0
2097,12222,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2591,1,2007,0.6,2,33108,0
2098,8712,2012,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410,1,,0,   .,74137,0
2099,18131,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2128,3,2011,0,4,92050,0
2100,8037,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1620,4,,0,   .,75114,1
2101,9368,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7298,3,,0,   .,92050,1
2102,18448,2014,"0,304109589",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,1802,1,1960,0,1,10323,0
2103,19923,2016,"0,50273224",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,960,4,1960,0,4,6088,0
2104,7089,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1225,3,,0,   .,92040,0
2105,18370,2013,"0,246575342",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,3862,3,1957,0,6,94046,1
2106,2395,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1680,1,1960,0,   .,91223,0
2107,13692,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,584,3,1960,0,   .,33063,0
2108,2199,2014,"0,77260274",0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,1,1960,V,   .,,0
2109,6265,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,980,4,1960,0,   .,75114,1
2110,1726,2013,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1800,2,1991,0,4,78418,0
2111,1434,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,659,2,1960,0,   .,21231,0
2112,14332,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3990,1,1988,0,   .,1419,1
2113,6571,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,145,1,1980,0,   .,17306,0
2114,16614,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1157,3,1950,0,5,92026,0
2115,6952,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410,3,,0,   .,94041,0
2116,13562,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,691,2,1988,0,   .,66025,0
2117,14093,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,515,2,1960,0,   .,42218,0
2118,8107,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660,2,,0,   .,62160,0
2119,101,2014,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,825,2,1850,0,3,69201,0
2120,2278,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1040,2,1970,0,5,63113,0
2121,19068,2013,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2675,1,1969,0,8,10387,1
2122,17076,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,770,2,1960,0,5,13204,0
2123,2019,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,470,1,1960,0,   .,44154,0
2124,19988,2016,"0,25136612",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,783,1,1966,0,3,19031,0
2125,16529,2016,"0,912568306",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,eff,2,3800,4,1970,0.3,5,6088,1
2126,585,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,400,2,1930,0,3,13203,0
2127,18900,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2400,2,2007,0.3,4,77169,1
2128,14096,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1051,4,1960,0,   .,75119,1
2129,927,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2345,1,1980,0,   .,86194,1
2130,16644,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1556,2,2006,0,3,83009,0
2131,10687,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,450,2,1900,0,4,63113,0
2132,14268,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660,3,1960,0,   .,64445,0
2133,15979,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400,1,2003,0.3,3,74236,0
2134,6101,2014,"0,323287671",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,200,2,1930,0,2,13203,0
2135,6011,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,1,1600,2,1954,0,5,90010,0
2136,1069,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850,2,1980,0,   .,64348,0
2137,11232,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910,4,1960,0,   .,75104,1
